date,Primary J&J/Janssen dose,Primary mRNA dose 1,Primary mRNA dose 2,First original booster dose,Second original booster dose,First 2022 bivalent dose,First 2023 updated dose,Unknown/Other,Population,At_least_one_dose,Cumulative_one_dose,Two_doses,Cumulative_Full_Vax,Perc_Full_Vax
11/2/2023,0,0,0,0,0,0,8879,0,2260800,0,2043487,0,1889774,83.58872965
11/3/2023,0,0,0,0,0,0,8724,0,2260800,0,2043487,0,1889774,83.58872965
11/4/2023,0,0,0,0,0,0,5350,0,2260800,0,2043487,0,1889774,83.58872965
11/5/2023,0,0,0,0,0,0,3022,0,2260800,0,2043487,0,1889774,83.58872965
11/6/2023,0,0,0,0,0,0,7574,0,2260800,0,2043487,0,1889774,83.58872965
11/7/2023,0,0,0,0,0,0,7243,0,2260800,0,2043487,0,1889774,83.58872965
11/8/2023,0,0,0,0,0,0,7722,0,2260800,0,2043487,0,1889774,83.58872965
11/9/2023,0,0,0,0,0,0,7986,0,2260800,0,2043487,0,1889774,83.58872965
11/10/2023,0,0,0,0,0,0,8034,0,2260800,0,2043487,0,1889774,83.58872965
11/11/2023,0,0,0,0,0,0,3707,0,2260800,0,2043487,0,1889774,83.58872965
11/12/2023,0,0,0,0,0,0,2023,0,2260800,0,2043487,0,1889774,83.58872965
11/13/2023,0,0,0,0,0,0,6469,0,2260800,0,2043487,0,1889774,83.58872965
11/14/2023,0,0,0,0,0,0,6590,0,2260800,0,2043487,0,1889774,83.58872965
11/15/2023,0,0,0,0,0,0,6535,0,2260800,0,2043487,0,1889774,83.58872965
11/16/2023,0,0,0,0,0,0,6143,0,2260800,0,2043487,0,1889774,83.58872965
11/17/2023,0,0,0,0,0,0,7273,0,2260800,0,2043487,0,1889774,83.58872965
11/18/2023,0,0,0,0,0,0,3443,0,2260800,0,2043487,0,1889774,83.58872965
11/19/2023,0,0,0,0,0,0,1821,0,2260800,0,2043487,0,1889774,83.58872965
11/20/2023,0,0,0,0,0,0,5732,0,2260800,0,2043487,0,1889774,83.58872965
11/21/2023,0,0,0,0,0,0,5731,0,2260800,0,2043487,0,1889774,83.58872965
11/22/2023,0,0,0,0,0,0,4792,0,2260800,0,2043487,0,1889774,83.58872965
11/23/2023,0,0,0,0,0,0,21,0,2260800,0,2043487,0,1889774,83.58872965
11/24/2023,0,0,0,0,0,0,3904,0,2260800,0,2043487,0,1889774,83.58872965
11/25/2023,0,0,0,0,0,0,2068,0,2260800,0,2043487,0,1889774,83.58872965
11/26/2023,0,0,0,0,0,0,1240,0,2260800,0,2043487,0,1889774,83.58872965
11/27/2023,0,0,0,0,0,0,4097,0,2260800,0,2043487,0,1889774,83.58872965
11/28/2023,0,0,0,0,0,0,4283,0,2260800,0,2043487,0,1889774,83.58872965
11/29/2023,0,0,0,0,0,0,4344,0,2260800,0,2043487,0,1889774,83.58872965
11/30/2023,0,0,0,0,0,0,4146,0,2260800,0,2043487,0,1889774,83.58872965
12/1/2023,0,0,0,0,0,0,4844,0,2260800,0,2043487,0,1889774,83.58872965
12/2/2023,0,0,0,0,0,0,2858,0,2260800,0,2043487,0,1889774,83.58872965
12/3/2023,0,0,0,0,0,0,1319,0,2260800,0,2043487,0,1889774,83.58872965
12/4/2023,0,0,0,0,0,0,3896,0,2260800,0,2043487,0,1889774,83.58872965
12/5/2023,0,0,0,0,0,0,3374,0,2260800,0,2043487,0,1889774,83.58872965
12/6/2023,0,0,0,0,0,0,3722,0,2260800,0,2043487,0,1889774,83.58872965
12/7/2023,0,0,0,0,0,0,3410,0,2260800,0,2043487,0,1889774,83.58872965
12/8/2023,0,0,0,0,0,0,4064,0,2260800,0,2043487,0,1889774,83.58872965
12/9/2023,0,0,0,0,0,0,1455,0,2260800,0,2043487,0,1889774,83.58872965
12/10/2023,0,0,0,0,0,0,1076,0,2260800,0,2043487,0,1889774,83.58872965
12/11/2023,0,0,0,0,0,0,3483,0,2260800,0,2043487,0,1889774,83.58872965
12/12/2023,0,0,0,0,0,0,2911,0,2260800,0,2043487,0,1889774,83.58872965
12/13/2023,0,0,0,0,0,0,2903,0,2260800,0,2043487,0,1889774,83.58872965
12/14/2023,0,0,0,0,0,0,2725,0,2260800,0,2043487,0,1889774,83.58872965
12/15/2023,0,0,0,0,0,0,3345,0,2260800,0,2043487,0,1889774,83.58872965
12/16/2023,0,0,0,0,0,0,1795,0,2260800,0,2043487,0,1889774,83.58872965
12/17/2023,0,0,0,0,0,0,873,0,2260800,0,2043487,0,1889774,83.58872965
12/18/2023,0,0,0,0,0,0,2938,0,2260800,0,2043487,0,1889774,83.58872965
12/19/2023,0,0,0,0,0,0,2933,0,2260800,0,2043487,0,1889774,83.58872965
12/20/2023,0,0,0,0,0,0,2943,0,2260800,0,2043487,0,1889774,83.58872965
12/21/2023,0,0,0,0,0,0,2685,0,2260800,0,2043487,0,1889774,83.58872965
12/22/2023,0,0,0,0,0,0,2489,0,2260800,0,2043487,0,1889774,83.58872965
12/23/2023,0,0,0,0,0,0,849,0,2260800,0,2043487,0,1889774,83.58872965
12/24/2023,0,0,0,0,0,0,221,0,2260800,0,2043487,0,1889774,83.58872965
12/26/2023,0,0,0,0,0,0,2125,0,2260800,0,2043487,0,1889774,83.58872965
12/27/2023,0,0,0,0,0,0,2384,0,2260800,0,2043487,0,1889774,83.58872965
12/28/2023,0,0,0,0,0,0,2359,0,2260800,0,2043487,0,1889774,83.58872965
12/29/2023,0,0,0,0,0,0,2592,0,2260800,0,2043487,0,1889774,83.58872965
12/30/2023,0,0,0,0,0,0,913,0,2260800,0,2043487,0,1889774,83.58872965
12/31/2023,0,0,0,0,0,0,214,0,2260800,0,2043487,0,1889774,83.58872965
1/1/2024,0,0,0,0,0,0,87,0,2260800,0,2043487,0,1889774,83.58872965
